Sum of Age,Sum of CommuteDistance,CommuteMode,Dept,EduLevel,Count of EmpID,EmpType,Gender,Sum of Experience,haveOT,JobLevel,Sum of JobSatisfaction,MaritalStatus,Sum of NumCompanies,Sum of NumReports,Sum of PhysicalActivityHours,Sum of SleepHours,Sum of Stress,Sum of TeamSize,Sum of TrainingHoursPerYear,Sum of WLB,Sum of WorkEnv,Sum of Workload
23,12,Motorbike,Customer Service,High School,1,Full-Time,Female,1,FALSE,Junior,3,Single,0,0,2,6,1,7,20,1,3,3
53,13,Motorbike,Customer Service,Master,1,Contract,Female,9,TRUE,Lead,5,Divorced,10,2,2,7,3,23,54,2,4,4
38,3,Motorbike,Customer Service,Master,1,Full-Time,Female,3,FALSE,Senior,5,Married,5,3,3,8,1,17,42,4,1,5
32,24,Motorbike,Customer Service,Master,1,Full-Time,Male,10,TRUE,Mid,5,Divorced,3,0,1,9,3,15,35,4,5,1
37,20,Motorbike,Customer Service,Master,1,Part-Time,Female,15,FALSE,Senior,3,Married,5,8,1,8,1,16,48,1,5,1
59,14,Motorbike,Customer Service,PhD,1,Part-Time,Male,11,FALSE,Lead,2,Married,12,8,1,7,1,29,56,3,5,4
26,4,Motorbike,Finance,Bachelor,1,Contract,Female,4,FALSE,Junior,1,Married,1,0,0,6,2,6,22,1,1,1
111,23,Motorbike,Finance,Bachelor,2,Contract,Female,26,FALSE,Senior,6,Married,21,15,3,13,5,36,93,4,9,6
36,6,Motorbike,Finance,Bachelor,1,Contract,Female,14,TRUE,Mid,1,Married,4,0,2,8,3,10,37,2,4,4
43,22,Motorbike,Finance,Bachelor,1,Contract,Female,3,TRUE,Senior,1,Divorced,7,9,4,5,3,19,42,1,5,4
47,11,Motorbike,Finance,Bachelor,1,Contract,Male,25,FALSE,Mid,4,Married,8,0,1,7,3,15,42,4,4,5
40,22,Motorbike,Finance,Bachelor,1,Contract,Male,5,FALSE,Mid,4,Single,6,0,3,7,1,11,32,1,1,1
51,4,Motorbike,Finance,Bachelor,1,Contract,Male,23,FALSE,Senior,2,Divorced,9,4,0,6,1,21,52,2,2,3
26,14,Motorbike,Finance,Bachelor,1,Contract,Male,1,TRUE,Junior,4,Single,1,0,2,7,1,8,20,5,2,3
36,6,Motorbike,Finance,Bachelor,1,Contract,Other,11,FALSE,Mid,2,Single,4,0,2,6,1,12,36,4,4,4
23,10,Motorbike,Finance,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,1,Single,0,0,1,6,2,27,10,4,1,4
52,31,Motorbike,Finance,Bachelor,2,Full-Time,Female,8,FALSE,Junior,5,Single,2,0,5,14,7,17,44,7,7,10
129,42,Motorbike,Finance,Bachelor,3,Full-Time,Female,37,FALSE,Lead,13,Married,20,22,9,22,5,77,168,12,10,8
116,56,Motorbike,Finance,Bachelor,3,Full-Time,Female,30,FALSE,Mid,12,Married,16,0,4,23,4,34,106,10,12,10
84,36,Motorbike,Finance,Bachelor,3,Full-Time,Female,18,FALSE,Mid,10,Single,5,0,5,20,5,37,100,7,7,8
127,41,Motorbike,Finance,Bachelor,3,Full-Time,Female,43,FALSE,Senior,13,Married,19,15,8,24,6,60,142,10,11,7
107,36,Motorbike,Finance,Bachelor,3,Full-Time,Female,41,FALSE,Senior,10,Single,12,9,7,21,7,65,140,7,7,8
28,22,Motorbike,Finance,Bachelor,1,Full-Time,Female,6,TRUE,Junior,1,Married,2,0,1,7,1,7,23,1,3,3
75,27,Motorbike,Finance,Bachelor,2,Full-Time,Female,30,TRUE,Mid,5,Married,9,0,5,15,3,21,75,8,6,7
79,40,Motorbike,Finance,Bachelor,3,Full-Time,Male,12,FALSE,Junior,11,Single,3,0,6,21,6,19,66,7,14,9
54,23,Motorbike,Finance,Bachelor,1,Full-Time,Male,19,FALSE,Lead,5,Married,10,4,2,8,4,24,60,3,5,4
124,32,Motorbike,Finance,Bachelor,3,Full-Time,Male,36,FALSE,Mid,9,Married,18,0,6,20,7,35,108,7,13,15
30,6,Motorbike,Finance,Bachelor,1,Full-Time,Male,8,FALSE,Mid,3,Single,2,0,2,8,2,13,34,1,1,5
60,14,Motorbike,Finance,Bachelor,1,Full-Time,Male,3,FALSE,Senior,4,Divorced,12,2,2,6,2,21,42,3,5,4
112,39,Motorbike,Finance,Bachelor,3,Full-Time,Male,46,FALSE,Senior,11,Married,14,12,6,23,3,59,142,8,14,10
35,17,Motorbike,Finance,Bachelor,1,Full-Time,Male,13,FALSE,Senior,1,Single,4,4,0,8,5,23,46,1,1,1
34,19,Motorbike,Finance,Bachelor,1,Full-Time,Male,12,TRUE,Mid,1,Married,4,0,2,7,5,13,36,1,4,5
39,7,Motorbike,Finance,Bachelor,1,Full-Time,Other,17,FALSE,Mid,4,Single,5,0,4,7,1,13,38,3,3,3
30,9,Motorbike,Finance,Bachelor,1,Full-Time,Other,5,FALSE,Senior,5,Single,2,6,1,9,1,17,42,5,3,2
35,15,Motorbike,Finance,Bachelor,1,Full-Time,Other,13,TRUE,Mid,3,Single,4,0,0,8,1,13,36,1,3,4
49,19,Motorbike,Finance,Bachelor,1,Part-Time,Female,1,FALSE,Senior,2,Divorced,9,6,3,9,1,18,40,2,3,3
22,20,Motorbike,Finance,Bachelor,1,Part-Time,Male,0,FALSE,Intern/Fresher,5,Single,0,0,2,6,3,26,10,3,5,3
25,4,Motorbike,Finance,Bachelor,1,Part-Time,Male,3,FALSE,Junior,3,Married,1,0,3,7,1,8,22,5,1,4
48,24,Motorbike,Finance,Bachelor,1,Part-Time,Male,26,FALSE,Lead,1,Married,8,7,0,10,5,21,63,1,1,5
34,24,Motorbike,Finance,Bachelor,1,Part-Time,Male,2,FALSE,Mid,5,Married,4,0,3,8,1,15,31,4,4,2
34,3,Motorbike,Finance,Bachelor,1,Part-Time,Male,12,FALSE,Mid,2,Single,4,0,2,8,3,12,36,2,1,4
48,15,Motorbike,Finance,Bachelor,1,Part-Time,Other,17,FALSE,Mid,4,Single,8,0,3,8,1,10,38,1,3,4
24,10,Motorbike,Finance,High School,1,Contract,Female,2,FALSE,Junior,3,Single,0,0,3,7,1,5,21,4,5,2
25,20,Motorbike,Finance,High School,1,Full-Time,Female,3,FALSE,Junior,2,Married,1,0,4,6,1,7,22,5,1,1
24,13,Motorbike,Finance,High School,1,Full-Time,Female,2,FALSE,Junior,4,Single,0,0,3,7,1,8,21,4,3,5
22,7,Motorbike,Finance,High School,1,Full-Time,Female,0,TRUE,Junior,3,Single,0,0,2,7,2,7,20,4,2,4
45,29,Motorbike,Finance,High School,2,Full-Time,Male,1,FALSE,Intern/Fresher,7,Single,0,0,3,13,2,48,20,8,4,7
24,8,Motorbike,Finance,High School,1,Full-Time,Male,2,FALSE,Junior,4,Single,0,0,3,7,1,8,21,3,5,4
22,9,Motorbike,Finance,High School,1,Full-Time,Other,0,FALSE,Intern/Fresher,4,Single,0,0,2,7,1,23,10,4,3,5
41,6,Motorbike,Finance,Master,1,Contract,Male,10,TRUE,Senior,5,Divorced,6,7,3,9,3,16,45,1,5,3
52,5,Motorbike,Finance,Master,1,Full-Time,Female,28,FALSE,Lead,3,Married,10,3,3,8,1,23,64,2,5,5
37,13,Motorbike,Finance,Master,1,Full-Time,Female,15,FALSE,Mid,5,Married,5,0,1,7,1,10,38,1,4,4
28,20,Motorbike,Finance,Master,1,Full-Time,Female,6,FALSE,Mid,4,Single,2,0,2,6,3,12,33,2,2,1
29,14,Motorbike,Finance,Master,1,Full-Time,Female,7,FALSE,Senior,5,Married,2,8,2,5,1,16,44,2,2,4
37,19,Motorbike,Finance,Master,1,Full-Time,Female,6,FALSE,Senior,4,Single,5,1,2,8,5,15,43,2,5,2
110,24,Motorbike,Finance,Master,3,Full-Time,Male,39,FALSE,Senior,11,Married,13,15,8,20,4,65,140,11,5,12
94,41,Motorbike,Finance,PhD,2,Full-Time,Female,37,FALSE,Lead,6,Married,16,12,2,14,4,47,119,4,4,3
51,12,Motorbike,Finance,PhD,1,Full-Time,Male,28,FALSE,Lead,4,Divorced,9,3,2,8,2,20,64,3,4,4
44,4,Motorbike,HR,Bachelor,1,Contract,Other,22,FALSE,Senior,4,Single,7,9,2,7,1,24,51,3,2,4
23,12,Motorbike,HR,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,4,7,3,25,10,5,2,3
24,24,Motorbike,HR,Bachelor,1,Full-Time,Female,2,FALSE,Junior,2,Single,0,0,1,7,1,10,21,3,2,1
28,11,Motorbike,HR,Bachelor,1,Full-Time,Female,6,FALSE,Mid,5,Single,2,0,2,7,1,15,33,3,2,5
31,14,Motorbike,HR,Bachelor,1,Full-Time,Female,9,FALSE,Senior,5,Married,3,6,1,8,2,20,44,4,5,2
32,13,Motorbike,HR,Bachelor,1,Full-Time,Female,10,FALSE,Senior,4,Single,3,5,4,7,2,16,45,5,5,4
22,19,Motorbike,HR,Bachelor,1,Full-Time,Female,0,TRUE,Intern/Fresher,1,Single,0,0,2,6,2,27,10,4,3,4
24,22,Motorbike,HR,Bachelor,1,Full-Time,Female,1,TRUE,Junior,3,Married,0,0,0,8,2,8,20,3,4,5
44,18,Motorbike,HR,Bachelor,1,Full-Time,Male,18,FALSE,Mid,2,Divorced,7,0,0,8,4,15,39,4,4,1
32,19,Motorbike,HR,Bachelor,1,Part-Time,Other,10,FALSE,Mid,5,Single,3,0,2,7,2,12,35,2,1,3
43,16,Motorbike,HR,Master,1,Full-Time,Female,21,FALSE,Senior,4,Married,7,9,3,5,1,25,50,1,5,1
31,11,Motorbike,HR,Master,1,Full-Time,Male,9,FALSE,Senior,3,Single,3,1,0,8,3,21,44,2,1,2
27,15,Motorbike,IT,Bachelor,1,Contract,Female,5,TRUE,Mid,4,Single,1,0,2,9,1,13,32,4,2,1
40,14,Motorbike,IT,Bachelor,1,Contract,Female,10,TRUE,Senior,4,Single,6,2,2,8,1,23,45,2,2,2
29,24,Motorbike,IT,Bachelor,1,Contract,Male,1,FALSE,Junior,4,Single,2,0,2,7,1,5,20,4,2,3
42,14,Motorbike,IT,Bachelor,1,Contract,Male,4,FALSE,Senior,4,Married,6,3,2,6,1,23,42,5,3,2
41,19,Motorbike,IT,Bachelor,1,Contract,Male,16,TRUE,Lead,4,Married,6,7,3,7,1,21,58,4,2,3
111,33,Motorbike,IT,Bachelor,3,Contract,Male,45,TRUE,Senior,11,Married,15,15,3,22,4,59,142,9,13,8
37,6,Motorbike,IT,Bachelor,1,Full-Time,Female,15,FALSE,Senior,4,Married,5,2,2,9,1,15,48,4,3,5
23,5,Motorbike,IT,Bachelor,1,Full-Time,Female,1,TRUE,Junior,1,Single,0,0,2,6,1,10,20,5,1,3
124,53,Motorbike,IT,Bachelor,3,Full-Time,Female,35,TRUE,Senior,11,Married,19,16,7,23,3,63,137,4,11,7
28,18,Motorbike,IT,Bachelor,1,Full-Time,Male,6,FALSE,Junior,5,Married,2,0,3,6,1,9,23,4,5,2
52,20,Motorbike,IT,Bachelor,1,Full-Time,Male,28,FALSE,Lead,4,Divorced,10,8,2,8,1,26,64,5,1,5
42,23,Motorbike,IT,Bachelor,1,Full-Time,Male,20,FALSE,Lead,4,Married,6,4,1,8,1,29,60,1,2,1
47,24,Motorbike,IT,Bachelor,1,Full-Time,Male,25,FALSE,Mid,4,Married,8,0,1,7,1,14,42,1,3,2
74,45,Motorbike,IT,Bachelor,2,Full-Time,Male,26,FALSE,Mid,8,Single,10,0,4,16,7,25,74,6,4,5
141,40,Motorbike,IT,Bachelor,3,Full-Time,Male,20,FALSE,Senior,12,Married,23,11,6,23,5,63,131,12,7,14
22,10,Motorbike,IT,Bachelor,1,Full-Time,Male,0,TRUE,Intern/Fresher,3,Single,0,0,3,6,1,28,10,1,3,1
28,11,Motorbike,IT,Bachelor,1,Full-Time,Male,5,TRUE,Junior,2,Married,2,0,2,8,1,9,22,1,4,3
29,16,Motorbike,IT,Bachelor,1,Full-Time,Male,7,TRUE,Junior,1,Single,2,0,0,7,3,8,24,1,1,4
48,4,Motorbike,IT,Bachelor,1,Full-Time,Male,6,TRUE,Lead,1,Married,8,7,2,6,1,26,53,1,2,1
36,8,Motorbike,IT,Bachelor,1,Full-Time,Male,14,TRUE,Mid,4,Divorced,4,0,1,6,1,14,37,4,5,4
83,32,Motorbike,IT,Bachelor,2,Full-Time,Male,30,TRUE,Mid,8,Married,12,0,3,15,2,25,74,6,4,4
142,50,Motorbike,IT,Bachelor,4,Full-Time,Male,41,TRUE,Mid,16,Single,17,0,9,33,8,44,140,12,12,14
255,91,Motorbike,IT,Bachelor,6,Full-Time,Male,62,TRUE,Senior,19,Married,38,33,11,44,10,123,272,15,21,17
34,24,Motorbike,IT,Bachelor,1,Full-Time,Male,2,TRUE,Senior,4,Single,4,4,2,8,1,25,41,2,5,2
26,22,Motorbike,IT,Bachelor,1,Full-Time,Other,3,TRUE,Junior,3,Single,1,0,3,6,2,7,22,5,5,1
43,5,Motorbike,IT,Bachelor,1,Full-Time,Other,4,TRUE,Senior,1,Single,7,8,1,7,1,25,42,3,1,5
22,12,Motorbike,IT,Bachelor,1,Part-Time,Female,0,TRUE,Intern/Fresher,4,Single,0,0,1,8,1,29,10,5,3,5
61,31,Motorbike,IT,Bachelor,2,Part-Time,Male,17,FALSE,Senior,8,Single,5,4,3,11,7,39,89,10,9,4
22,5,Motorbike,IT,Bachelor,1,Part-Time,Male,0,TRUE,Intern/Fresher,4,Single,0,0,3,8,1,25,10,4,3,1
42,11,Motorbike,IT,Bachelor,1,Part-Time,Male,6,TRUE,Lead,3,Married,6,3,0,6,2,20,53,5,3,5
188,62,Motorbike,IT,Bachelor,5,Part-Time,Male,47,TRUE,Senior,14,Married,25,23,13,37,9,94,224,14,13,11
37,3,Motorbike,IT,Bachelor,1,Part-Time,Male,11,TRUE,Senior,4,Single,5,2,0,6,1,15,46,3,3,2
22,17,Motorbike,IT,High School,1,Full-Time,Female,0,FALSE,Junior,5,Single,0,0,0,9,4,7,20,2,4,4
24,8,Motorbike,IT,High School,1,Full-Time,Male,2,FALSE,Junior,4,Single,0,0,1,8,1,7,21,3,2,5
47,16,Motorbike,IT,High School,2,Full-Time,Male,3,TRUE,Junior,9,Single,1,0,3,15,3,20,42,10,5,8
73,13,Motorbike,IT,Master,2,Full-Time,Male,21,TRUE,Senior,8,Married,9,9,3,13,3,40,91,6,8,6
40,19,Motorbike,IT,Master,1,Full-Time,Male,18,TRUE,Senior,5,Single,6,1,3,8,1,17,49,5,1,2
56,5,Motorbike,IT,PhD,1,Full-Time,Male,2,TRUE,Lead,2,Married,11,6,3,8,1,30,51,2,5,5
24,3,Motorbike,Legal,Bachelor,1,Contract,Female,2,FALSE,Junior,4,Single,0,0,1,5,1,8,21,4,4,2
37,7,Motorbike,Legal,Bachelor,1,Contract,Female,15,TRUE,Mid,3,Married,5,0,2,5,4,12,38,2,5,3
24,6,Motorbike,Legal,Bachelor,1,Contract,Male,2,FALSE,Mid,4,Single,0,0,2,7,1,14,31,5,1,4
32,11,Motorbike,Legal,Bachelor,1,Contract,Male,10,FALSE,Senior,2,Married,3,3,1,8,3,24,45,4,4,5
23,12,Motorbike,Legal,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,5,Single,0,0,1,6,2,24,10,2,4,2
24,15,Motorbike,Legal,Bachelor,1,Full-Time,Female,2,FALSE,Junior,4,Married,0,0,2,8,2,10,21,5,2,4
25,6,Motorbike,Legal,Bachelor,1,Full-Time,Female,3,FALSE,Junior,4,Single,1,0,3,7,1,9,22,3,3,1
58,17,Motorbike,Legal,Bachelor,1,Full-Time,Female,12,FALSE,Lead,4,Divorced,12,1,3,7,3,25,56,5,2,3
29,23,Motorbike,Legal,Bachelor,1,Full-Time,Female,7,FALSE,Mid,1,Single,2,0,3,6,2,13,34,2,1,3
47,16,Motorbike,Legal,Bachelor,1,Full-Time,Male,8,FALSE,Lead,4,Married,8,4,1,8,1,22,54,3,3,5
45,3,Motorbike,Legal,Bachelor,1,Full-Time,Male,7,FALSE,Mid,4,Divorced,7,0,2,7,1,11,34,5,2,2
55,23,Motorbike,Legal,Bachelor,2,Full-Time,Male,4,FALSE,Mid,7,Single,3,0,5,13,3,26,62,3,5,6
37,21,Motorbike,Legal,Bachelor,1,Full-Time,Male,15,FALSE,Senior,4,Married,5,6,2,8,1,19,48,4,2,1
33,5,Motorbike,Legal,Bachelor,1,Full-Time,Male,11,TRUE,Mid,3,Married,3,0,1,6,3,13,36,5,5,5
33,19,Motorbike,Legal,Bachelor,1,Full-Time,Other,5,FALSE,Mid,4,Single,3,0,1,7,1,10,32,5,3,3
35,19,Motorbike,Legal,Bachelor,1,Full-Time,Other,13,FALSE,Senior,4,Single,4,1,2,7,1,19,46,5,2,2
52,24,Motorbike,Legal,Bachelor,1,Part-Time,Female,24,FALSE,Lead,4,Married,10,8,1,7,1,24,62,4,1,1
28,22,Motorbike,Legal,Bachelor,1,Part-Time,Female,6,FALSE,Mid,5,Single,2,0,1,6,1,12,33,5,5,2
32,13,Motorbike,Legal,Bachelor,1,Part-Time,Female,10,FALSE,Senior,2,Married,3,5,3,7,3,22,45,5,5,3
30,10,Motorbike,Legal,Bachelor,1,Part-Time,Female,8,TRUE,Mid,4,Single,2,0,3,5,3,14,34,5,5,1
46,5,Motorbike,Legal,Bachelor,1,Part-Time,Male,21,FALSE,Senior,5,Married,8,6,0,7,1,20,50,3,4,5
23,24,Motorbike,Legal,High School,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,1,7,1,22,10,4,3,1
23,19,Motorbike,Legal,High School,1,Full-Time,Male,1,FALSE,Intern/Fresher,4,Single,0,0,2,8,3,23,10,3,2,3
29,17,Motorbike,Legal,High School,1,Full-Time,Male,7,TRUE,Junior,1,Single,2,0,2,7,1,9,24,2,3,3
23,15,Motorbike,Legal,High School,1,Part-Time,Male,1,FALSE,Junior,3,Single,0,0,0,7,1,8,20,4,4,3
38,21,Motorbike,Legal,Master,1,Full-Time,Male,16,FALSE,Mid,5,Married,5,0,2,8,1,12,38,2,1,3
39,19,Motorbike,Legal,Master,1,Full-Time,Male,17,TRUE,Mid,3,Married,5,0,2,6,1,12,38,3,1,3
33,4,Motorbike,Legal,Master,1,Part-Time,Female,11,FALSE,Senior,4,Divorced,3,4,1,6,1,22,46,5,4,2
107,41,Motorbike,Legal,PhD,2,Full-Time,Male,17,FALSE,Lead,7,Married,20,16,4,14,2,56,108,8,7,3
44,13,Motorbike,Legal,PhD,1,Full-Time,Male,17,FALSE,Lead,3,Single,7,4,1,6,1,30,58,3,1,4
59,12,Motorbike,Legal,PhD,1,Part-Time,Female,13,FALSE,Lead,4,Divorced,12,1,3,9,3,27,56,3,4,5
50,14,Motorbike,Legal,PhD,1,Part-Time,Male,28,FALSE,Lead,1,Married,9,9,2,6,3,20,64,2,1,5
34,20,Motorbike,Marketing,Bachelor,1,Contract,Female,12,FALSE,Senior,4,Single,4,5,4,7,1,22,46,5,2,4
24,12,Motorbike,Marketing,Bachelor,1,Contract,Other,2,FALSE,Junior,4,Single,0,0,3,8,1,6,21,4,4,4
23,10,Motorbike,Marketing,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,2,7,1,24,10,3,1,3
74,33,Motorbike,Marketing,Bachelor,2,Full-Time,Female,24,FALSE,Mid,2,Married,9,0,3,15,5,30,72,5,2,8
81,39,Motorbike,Marketing,Bachelor,2,Full-Time,Female,36,FALSE,Senior,8,Married,12,7,5,14,2,37,98,4,5,4
37,6,Motorbike,Marketing,Bachelor,1,Full-Time,Female,15,FALSE,Senior,3,Single,5,5,3,7,1,20,48,4,5,5
23,17,Motorbike,Marketing,Bachelor,1,Full-Time,Female,1,TRUE,Intern/Fresher,5,Single,0,0,2,6,4,30,10,2,4,5
46,13,Motorbike,Marketing,Bachelor,1,Full-Time,Male,7,FALSE,Lead,4,Married,8,6,2,8,1,23,54,1,5,4
35,8,Motorbike,Marketing,Bachelor,1,Full-Time,Male,13,FALSE,Mid,5,Married,4,0,1,5,1,10,36,4,3,5
59,22,Motorbike,Marketing,Bachelor,2,Full-Time,Male,15,FALSE,Mid,7,Single,4,0,4,17,2,23,67,5,4,4
79,8,Motorbike,Marketing,Bachelor,2,Full-Time,Male,14,FALSE,Senior,6,Married,11,18,2,14,2,36,88,7,7,6
28,17,Motorbike,Marketing,Bachelor,1,Full-Time,Other,6,TRUE,Junior,3,Single,2,0,3,8,1,9,23,5,5,5
48,13,Motorbike,Marketing,Bachelor,1,Part-Time,Female,26,FALSE,Mid,1,Married,8,0,2,6,3,15,43,2,4,5
38,20,Motorbike,Marketing,Bachelor,1,Part-Time,Female,4,FALSE,Senior,4,Married,5,6,2,8,3,20,42,2,5,5
23,16,Motorbike,Marketing,High School,1,Full-Time,Female,1,FALSE,Intern/Fresher,1,Single,0,0,2,8,2,25,10,2,2,5
22,15,Motorbike,Marketing,High School,1,Full-Time,Male,0,FALSE,Intern/Fresher,2,Single,0,0,2,6,2,22,10,3,5,2
42,17,Motorbike,Marketing,Master,1,Full-Time,Female,20,FALSE,Senior,4,Divorced,6,4,3,7,1,22,50,5,3,3
95,24,Motorbike,Marketing,Master,2,Part-Time,Female,27,FALSE,Senior,8,Married,16,16,4,15,2,38,94,5,5,7
40,13,Motorbike,Marketing,PhD,1,Full-Time,Male,11,FALSE,Lead,3,Married,6,3,3,9,4,27,56,4,1,3
49,9,Motorbike,Marketing,PhD,1,Part-Time,Female,16,FALSE,Lead,4,Married,9,1,2,9,1,26,58,1,1,2
45,23,Motorbike,Marketing,PhD,1,Part-Time,Male,23,TRUE,Lead,3,Married,7,1,1,7,1,21,62,5,1,5
76,30,Motorbike,Operations,Bachelor,2,Contract,Female,32,FALSE,Mid,5,Married,10,0,3,13,2,28,76,4,4,7
52,20,Motorbike,Operations,Bachelor,1,Contract,Male,22,FALSE,Senior,4,Married,10,7,1,7,1,19,51,2,4,3
23,7,Motorbike,Operations,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,2,5,1,29,10,5,5,3
23,23,Motorbike,Operations,Bachelor,1,Full-Time,Female,1,FALSE,Junior,5,Single,0,0,3,8,1,9,20,4,5,2
112,31,Motorbike,Operations,Bachelor,3,Full-Time,Female,38,FALSE,Mid,13,Married,15,0,6,19,3,35,109,13,11,8
203,77,Motorbike,Operations,Bachelor,5,Full-Time,Female,24,FALSE,Senior,14,Married,29,35,10,37,11,94,211,12,19,16
43,3,Motorbike,Operations,Bachelor,1,Full-Time,Female,6,FALSE,Senior,4,Single,7,6,3,6,1,20,43,4,2,4
27,4,Motorbike,Operations,Bachelor,1,Full-Time,Female,5,TRUE,Mid,4,Single,1,0,2,6,1,10,32,5,1,2
23,8,Motorbike,Operations,Bachelor,1,Full-Time,Male,1,FALSE,Intern/Fresher,4,Single,0,0,2,6,2,20,10,1,3,1
81,34,Motorbike,Operations,Bachelor,2,Full-Time,Male,30,FALSE,Mid,7,Divorced,12,0,4,13,2,29,75,7,6,6
81,22,Motorbike,Operations,Bachelor,2,Full-Time,Male,19,FALSE,Mid,8,Married,12,0,6,13,2,20,70,5,4,6
24,12,Motorbike,Operations,Bachelor,1,Full-Time,Male,2,FALSE,Mid,4,Single,0,0,3,8,1,11,31,1,2,4
36,7,Motorbike,Operations,Bachelor,1,Full-Time,Male,14,FALSE,Senior,5,Divorced,4,3,2,7,5,18,47,5,3,3
134,49,Motorbike,Operations,Bachelor,3,Full-Time,Male,37,FALSE,Senior,13,Married,22,4,6,22,3,60,138,11,5,8
69,27,Motorbike,Operations,Bachelor,2,Full-Time,Male,16,FALSE,Senior,5,Single,7,9,4,15,7,41,88,9,4,6
30,24,Motorbike,Operations,Bachelor,1,Full-Time,Male,8,TRUE,Mid,1,Married,2,0,1,6,3,10,34,1,1,1
36,12,Motorbike,Operations,Bachelor,1,Full-Time,Male,14,TRUE,Mid,4,Single,4,0,0,10,2,13,37,5,3,2
45,27,Motorbike,Operations,Bachelor,2,Full-Time,Other,1,FALSE,Junior,5,Single,0,0,1,14,7,19,40,5,3,3
43,3,Motorbike,Operations,Bachelor,1,Full-Time,Other,4,FALSE,Senior,4,Single,7,1,4,7,1,18,42,4,2,1
57,3,Motorbike,Operations,Bachelor,1,Full-Time,Other,20,TRUE,Senior,3,Single,11,3,1,7,1,25,50,3,3,4
31,4,Motorbike,Operations,Bachelor,1,Part-Time,Female,6,FALSE,Mid,2,Married,3,0,3,5,1,14,33,5,4,2
26,16,Motorbike,Operations,Bachelor,1,Part-Time,Female,4,FALSE,Mid,2,Single,1,0,3,6,2,12,32,5,4,2
53,6,Motorbike,Operations,Bachelor,1,Part-Time,Male,7,FALSE,Senior,4,Married,10,3,3,7,1,18,44,1,2,1
56,17,Motorbike,Operations,Bachelor,1,Part-Time,Male,9,TRUE,Senior,2,Married,11,1,0,7,1,22,44,3,3,1
39,21,Motorbike,Operations,Bachelor,1,Part-Time,Other,15,TRUE,Senior,3,Single,5,3,1,8,1,24,48,2,3,2
24,4,Motorbike,Operations,High School,1,Full-Time,Female,2,FALSE,Junior,2,Married,0,0,3,6,1,5,21,4,5,5
25,15,Motorbike,Operations,High School,1,Full-Time,Female,3,FALSE,Junior,5,Single,1,0,1,9,1,7,22,4,1,5
22,17,Motorbike,Operations,High School,1,Full-Time,Female,0,TRUE,Intern/Fresher,3,Single,0,0,2,5,4,23,10,2,4,3
22,16,Motorbike,Operations,High School,1,Full-Time,Male,0,FALSE,Junior,3,Single,0,0,1,9,3,10,20,4,1,5
24,21,Motorbike,Operations,High School,1,Part-Time,Female,2,FALSE,Junior,4,Single,0,0,2,8,1,5,21,4,5,5
49,9,Motorbike,Operations,Master,1,Contract,Male,16,FALSE,Senior,5,Single,9,1,2,8,3,23,48,3,4,3
34,13,Motorbike,Operations,Master,1,Full-Time,Male,3,FALSE,Mid,4,Single,4,0,3,6,1,15,32,5,3,4
58,15,Motorbike,Operations,Master,1,Full-Time,Male,25,FALSE,Senior,4,Married,12,1,1,8,1,24,52,3,3,2
65,45,Motorbike,Operations,Master,2,Part-Time,Female,21,FALSE,Senior,9,Married,7,6,4,13,2,42,90,7,6,7
45,15,Motorbike,Operations,Master,1,Part-Time,Female,10,TRUE,Senior,3,Married,7,1,2,7,4,16,45,4,5,4
23,19,Motorbike,Sales,Bachelor,1,Contract,Female,1,FALSE,Intern/Fresher,4,Single,0,0,0,5,2,29,10,5,2,4
84,35,Motorbike,Sales,Bachelor,2,Contract,Female,33,FALSE,Mid,9,Married,13,0,6,15,2,29,76,6,2,5
47,20,Motorbike,Sales,Bachelor,1,Contract,Female,21,TRUE,Mid,2,Married,8,0,2,7,1,15,40,1,4,1
26,11,Motorbike,Sales,Bachelor,1,Contract,Male,4,FALSE,Junior,3,Single,1,0,3,8,3,10,22,2,2,5
53,15,Motorbike,Sales,Bachelor,1,Contract,Male,20,FALSE,Senior,1,Married,10,6,2,8,5,15,50,2,1,1
49,39,Motorbike,Sales,Bachelor,2,Full-Time,Female,5,FALSE,Junior,5,Single,1,0,4,11,4,16,43,9,7,8
35,19,Motorbike,Sales,Bachelor,1,Full-Time,Female,12,FALSE,Mid,4,Single,4,0,3,7,1,12,36,3,2,1
39,19,Motorbike,Sales,Bachelor,1,Full-Time,Female,17,FALSE,Senior,4,Married,5,2,1,9,2,22,48,1,4,4
37,23,Motorbike,Sales,Bachelor,1,Full-Time,Female,15,TRUE,Senior,4,Married,5,8,3,7,3,18,48,4,4,1
23,10,Motorbike,Sales,Bachelor,1,Full-Time,Male,1,FALSE,Intern/Fresher,4,Single,0,0,3,7,1,26,10,4,2,5
24,24,Motorbike,Sales,Bachelor,1,Full-Time,Male,2,FALSE,Junior,3,Single,0,0,2,7,3,10,21,2,2,4
